id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context
7851	just	Even if our company didn't have a dress code, I still think people would wear formal clothing to work.__eou__I wouldn't be so sure ... People want to wear what they feel most comfortable in.	Maybe that's true for some positions, but I think the marketing and sales staff would definitely not agree. They dress for success! You can't go out on a sales call if you are dressed in jeans. It's just not respectful to you client.	Maybe that's true for some positions, but I think the marketing and sales staff would definitely not agree. They dress for success! You can't go out on a sales call if you are dressed in jeans. It's not respectful to you client.	I think what you wear is so overrated. I would rather have a down-to-earth, honest and solid sales person than a painted, patent leather, designer suite salesman.	-122.55416488647461	-122.72274398803711	-2.2282575433904475	-2.2726434071858725	55	54	-107.49859428405762	-107.770348072052	-2.7563742124117336	-2.763342258257744	39	39	-343.9616012573242	-344.481867313385	-2.42226479758679	-2.443133810733227	142	141	True
7860	just	The company is selecting three employees to attend the marketing seminar next month. Did you put your name in for it?__eou__No, I don't really care too much for seminars ... I find them to be either boring ot useless. I mean, how much can you really learn in one afternoon?	It's not just about the things that you learn, you know ... seminars are a really great opportunity to mingle and network with professionals in our industry from all over the nation. You can learn a few things, but more importantly, you rub shoulders with the business leaders and make contacts that could lead to potential sales or partnerships in the future. The social mixers are always more important than the seminars anyway.	It's not about the things that you learn, you know ... seminars are a really great opportunity to mingle and network with professionals in our industry from all over the nation. You can learn a few things, but more importantly, you rub shoulders with the business leaders and make contacts that could lead to potential sales or partnerships in the future. The social mixers are always more important than the seminars anyway.	I'm still not too jazzed about going ... I feel kind of awkward in those cocktail party situations.	-176.68473434448242	-177.46686935424805	-2.078643933464499	-2.11270082564581	85	84	-47.01997709274292	-47.126365184783936	-1.8807990837097168	-1.8850546073913574	25	25	-391.9283957481384	-392.81691884994507	-2.2268658849326046	-2.244668107713972	176	175	True
7866	just	So who does he think he is, anyway, I can't believe the way that my boss has been ordering everyone around lately, I mean, it's now like he is the CEO, or anything.__eou__Um ... Actually I am guessing you didn't get the MEMO. Your boss was selected to fill the vacancy in the CEO slot. He actually is the CEO now, or will be, as soon as the official press releases and hoopla is done with.	Yikes! you are joking, right? I can't believe it. No wonder he is so stressed and bossy lately. I thought he was just being ostentatious by giving orders to people and all the different departments. What big shoes to fill!	Yikes! you are joking, right? I can't believe it. No wonder he is so stressed and bossy lately. I thought he was being ostentatious by giving orders to people and all the different departments. What big shoes to fill!	No kidding! When the last CEO left, we were worried about the future of the company.	-130.04825687408447	-131.87652683258057	-2.281548366212008	-2.3549379791532243	57	56	-37.863059997558594	-37.92816925048828	-1.6462199998938518	-1.6490508369777515	23	23	-453.3689298629761	-455.26230907440186	-2.504800717475006	-2.5292350504133436	181	180	True
7870	just	Such bad luck, 200 yuan was stolen by a thief on the bus today.	Don't be angry, you lose money just to avoid misfortune.	Don't be angry, you lose money to avoid misfortune.	Well, you can just comfort yourself like that.	-44.606689453125	-40.9481201171875	-2.4781494140625	-2.408712948069853	18	17	-27.244461059570312	-27.409025192260742	-1.946032932826451	-1.9577875137329102	14	14	-154.4076690673828	-150.91366386413574	-2.9133522465543926	-2.902185843541072	53	52	True
7873	just	How are you getting along with your wife now?__eou__What can you expect? Not that good.__eou__What are you going to do then?	Just let it go.	Let it go.	How are your work now?	-12.540501594543457	-11.673802375793457	-1.393389066060384	-1.4592252969741821	9	8	-24.395156860351562	-24.71963882446289	-2.4395156860351563	-2.471963882446289	10	10	-124.83013820648193	-124.27083110809326	-2.152243762180723	-2.1801900194402326	58	57	True
7888	just	Anita, I’Ve been here only three days and you’re leaving already.	Just for a few weeks. I need this vacation. You’ll be all right. You know the project we’re working on, and you’re a good scientist. Don’t worry. I’ll be back as soon as I spend or gamble all my money.	For a few weeks. I need this vacation. You’ll be all right. You know the project we’re working on, and you’re a good scientist. Don’t worry. I’ll be back as soon as I spend or gamble all my money.	Gambling? Where?	-126.92589569091797	-129.6434440612793	-2.266533851623535	-2.3571535283868963	56	55	-14.262928009033203	-15.038566589355469	-1.7828660011291504	-1.8798208236694336	8	8	-224.91853141784668	-228.41850662231445	-2.6776015644981745	-2.752030200268849	84	83	True
7889	just	Do you have much experience with kids?__eou__Yes. I have three sons. Actually I also have a grandson.	To tell you the truth, sometimes I regret having a baby so early. I have been making so many sacrifices just because my husband insisted on keeping the baby.	To tell you the truth, sometimes I regret having a baby so early. I have been making so many sacrifices because my husband insisted on keeping the baby.	I understand. I was in your position before. At that time I couldn’t depend on anyone taking care of the children for me. My husband seldom stayed at home.	-85.1972713470459	-86.3623104095459	-2.366590870751275	-2.467494583129883	36	35	-73.87779569625854	-73.6156177520752	-1.9441525183225934	-1.937253098738821	38	38	-236.35150480270386	-237.2446002960205	-2.2726106231029215	-2.3033456339419467	104	103	True
7897	just	What's the matter, Lisa? You don't look too good.	I just found out that my husband is cheating on me.	I found out that my husband is cheating on me.	You mean Mark? He seems like such an honest guy.	-16.28598690032959	-18.901759147644043	-1.0178741812705994	-1.260117276509603	16	15	-28.3671293258667	-28.191484451293945	-1.7729455828666687	-1.7619677782058716	16	16	-91.07165718078613	-93.52686023712158	-1.8214331436157227	-1.9087114334106445	50	49	True
7911	just	Hey, you, pick up that piece of garbage!__eou__Huh? Me?	Yeah, you. I just saw you throw a piece of garbage on the ground. Can't you read the No Littering sign? It's a $ 500 penalty for littering, so go pick it up and put it in the garbage can over there.	Yeah, you. I saw you throw a piece of garbage on the ground. Can't you read the No Littering sign? It's a $ 500 penalty for littering, so go pick it up and put it in the garbage can over there.	Why should I do that? It's only a piece of garbage. Why should you care?	-85.8823070526123	-85.20026350021362	-1.4807294319415916	-1.4947414649160284	58	57	-29.22607707977295	-29.32897186279297	-1.2706990034683892	-1.2751726896866509	23	23	-174.6796772480011	-174.13615155220032	-1.6636159737904868	-1.6743860726173108	105	104	True
7929	just	Mom, you know that Andrea and I sometimes worry about you.	Really? Why would you worry about me? I’m just fine.	Really? Why would you worry about me? I’m fine.	You’re almost 70 years old, Mom! Don’t you think it would be better for you if you moved in with us?	-18.425683975219727	-16.014307022094727	-1.0236491097344294	-0.9420180601232192	18	17	-40.92046642303467	-41.44615650177002	-1.320015045904344	-1.336972790379678	31	31	-124.82729816436768	-122.93868160247803	-1.8913226994601162	-1.8913643323458158	66	65	True
7930	just	So Kim, have you ever had anything stolen?__eou__Stolen? No, why?	My uncle just had his motorcycle stolen a few nights ago. I was just thinking about how clever criminals are these days.	My uncle had his motorcycle stolen a few nights ago. I was thinking about how clever criminals are these days.	Criminals are clever? They’re only successful when people are careless.	-57.73362159729004	-52.215789794921875	-2.0619150570460727	-2.008299607496995	28	26	-31.43354082107544	-31.142733097076416	-1.74630782339308	-1.7301518387264676	18	18	-155.7976975440979	-150.01295518875122	-2.194333768226731	-2.174100799836974	71	69	True
7934	just	Hey, what's the matter?	It doesn't matter. I just feel a little dizzy.	It doesn't matter. I feel a little dizzy.	Are you sure that this has nothing to do with sleep?	-26.768760681152344	-27.221641540527344	-1.6730475425720215	-1.814776102701823	16	15	-30.98007106781006	-31.191255569458008	-1.9362544417381287	-1.9494534730911255	16	16	-92.18914890289307	-92.84491348266602	-2.1439336954161177	-2.2105931781587147	43	42	True
7939	just	Do you remember Tina, my good friend?__eou__Yes.	She just broke up with her boyfriend.	She broke up with her boyfriend.	Well, that happens. I hope she is all right.	-13.058785915374756	-11.767955303192139	-1.088232159614563	-1.0698141184720127	12	11	-30.25571298599243	-31.689375162124634	-1.890982061624527	-1.9805859476327896	16	16	-96.95409059524536	-97.08782601356506	-2.062852991388199	-2.110604913338371	47	46	True
7943	just	Hello 。 this is Susan.	Hello, I’m Mark. I’m just wondering if you are free this weekend.	Hello, I’m Mark. I’m wondering if you are free this weekend.	Yes, I think So.	-36.77662658691406	-35.481319427490234	-1.7512679327101934	-1.7740659713745117	21	20	-16.24422836303711	-16.22471809387207	-1.624422836303711	-1.622471809387207	10	10	-110.6890983581543	-109.32827949523926	-2.699734106296446	-2.7332069873809814	41	40	True
7970	just	Is this a photo of your family?	Yes, it is.It was taken just before I was leaving for college.	Yes, it is.It was taken before I was leaving for college.	You look so lovely.	-38.38052749633789	-39.05316734313965	-2.020027762965152	-2.169620407952203	19	18	-14.381551742553711	-14.09823989868164	-1.597950193617079	-1.5664710998535156	9	9	-91.61363983154297	-91.9821834564209	-2.2903409957885743	-2.358517524523613	40	39	True
7998	just	I am not sure what to do during the holidays, any suggestions?__eou__Well, going to a cinema, visiting the galleries, exhibitions and museums, finding and meeting old friends, exercising in the health club or mountain biking. There are so many good choices.	The problem is that I find all of them are full of fun. I just don’t know what to do first.	The problem is that I find all of them are full of fun. I don’t know what to do first.	Why not start with the most interesting one?	-48.33473205566406	-45.66450500488281	-1.7262404305594308	-1.691277963143808	28	27	-17.38272762298584	-17.43168354034424	-1.3371328940758338	-1.3408987338726337	13	13	-234.2367925643921	-231.6002016067505	-2.342367925643921	-2.3393959758257625	100	99	True
